Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balance Sheets","10","Australia","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","19715","","Official data"
"FBS","Food Balance Sheets","10","Australia","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","19953","","Official data"
"FBS","Food Balance Sheets","10","Australia","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","20218","","Official data"
"FBS","Food Balance Sheets","10","Australia","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","20521","","Official data"
"FBS","Food Balance Sheets","10","Australia","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","20866","","Official data"
"FBS","Food Balance Sheets","10","Australia","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","21246","","Official data"
"FBS","Food Balance Sheets","10","Australia","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","21645","","Official data"
"FBS","Food Balance Sheets","10","Australia","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","22037","","Official data"
"FBS","Food Balance Sheets","10","Australia","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","22404","","Official data"
"FBS","Food Balance Sheets","10","Australia","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","22741","","Official data"
"FBS","Food Balance Sheets","10","Australia","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","23050","","Official data"
"FBS","Food Balance Sheets","10","Australia","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","23343","","Official data"
"FBS","Food Balance Sheets","11","Austria","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","8020","","Official data"
"FBS","Food Balance Sheets","11","Austria","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","8049","","Official data"
"FBS","Food Balance Sheets","11","Austria","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","8092","","Official data"
"FBS","Food Balance Sheets","11","Austria","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","8142","","Official data"
"FBS","Food Balance Sheets","11","Austria","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","8193","","Official data"
"FBS","Food Balance Sheets","11","Austria","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","8239","","Official data"
"FBS","Food Balance Sheets","11","Austria","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","8277","","Official data"
"FBS","Food Balance Sheets","11","Austria","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","8311","","Official data"
"FBS","Food Balance Sheets","11","Austria","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","8342","","Official data"
"FBS","Food Balance Sheets","11","Austria","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","8372","","Official data"
"FBS","Food Balance Sheets","11","Austria","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","8402","","Official data"
"FBS","Food Balance Sheets","11","Austria","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","8433","","Official data"
"FBS","Food Balance Sheets","11","Austria","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","8464","","Official data"
"FBS","Food Balance Sheets","11","Austria","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","8495","","Official data"
"FBS","Food Balance Sheets","52","Azerbaijan","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","8118","","Official data"
"FBS","Food Balance Sheets","52","Azerbaijan","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","8195","","Official data"
"FBS","Food Balance Sheets","52","Azerbaijan","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","8280","","Official data"
"FBS","Food Balance Sheets","52","Azerbaijan","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","8370","","Official data"
"FBS","Food Balance Sheets","52","Azerbaijan","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","8465","","Official data"
"FBS","Food Balance Sheets","52","Azerbaijan","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","8563","","Official data"
"FBS","Food Balance Sheets","52","Azerbaijan","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","8665","","Official data"
"FBS","Food Balance Sheets","52","Azerbaijan","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","8770","","Official data"
"FBS","Food Balance Sheets","52","Azerbaijan","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","8878","","Official data"
"FBS","Food Balance Sheets","52","Azerbaijan","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","8986","","Official data"
"FBS","Food Balance Sheets","52","Azerbaijan","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","9095","","Official data"
"FBS","Food Balance Sheets","52","Azerbaijan","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","9202","","Official data"
"FBS","Food Balance Sheets","52","Azerbaijan","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","9309","","Official data"
"FBS","Food Balance Sheets","52","Azerbaijan","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","9413","","Official data"
"FBS","Food Balance Sheets","12","Bahamas","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","298","","Official data"
"FBS","Food Balance Sheets","12","Bahamas","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","303","","Official data"
"FBS","Food Balance Sheets","12","Bahamas","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","309","","Official data"
"FBS","Food Balance Sheets","12","Bahamas","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","316","","Official data"
"FBS","Food Balance Sheets","12","Bahamas","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","322","","Official data"
"FBS","Food Balance Sheets","12","Bahamas","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","329","","Official data"
"FBS","Food Balance Sheets","12","Bahamas","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","336","","Official data"
"FBS","Food Balance Sheets","12","Bahamas","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","342","","Official data"
"FBS","Food Balance Sheets","12","Bahamas","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","348","","Official data"
"FBS","Food Balance Sheets","12","Bahamas","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","354","","Official data"
"FBS","Food Balance Sheets","12","Bahamas","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","360","","Official data"
"FBS","Food Balance Sheets","12","Bahamas","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","366","","Official data"
"FBS","Food Balance Sheets","12","Bahamas","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","372","","Official data"
"FBS","Food Balance Sheets","12","Bahamas","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","377","","Official data"
"FBS","Food Balance Sheets","16","Bangladesh","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","132383","","Official data"
"FBS","Food Balance Sheets","16","Bangladesh","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","134730","","Official data"
"FBS","Food Balance Sheets","16","Bangladesh","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","137006","","Official data"
"FBS","Food Balance Sheets","16","Bangladesh","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","139186","","Official data"
"FBS","Food Balance Sheets","16","Bangladesh","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","141235","","Official data"
"FBS","Food Balance Sheets","16","Bangladesh","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","143135","","Official data"
"FBS","Food Balance Sheets","16","Bangladesh","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","144869","","Official data"
"FBS","Food Balance Sheets","16","Bangladesh","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","146457","","Official data"
"FBS","Food Balance Sheets","16","Bangladesh","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","147970","","Official data"
"FBS","Food Balance Sheets","16","Bangladesh","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","149503","","Official data"
"FBS","Food Balance Sheets","16","Bangladesh","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","151125","","Official data"
"FBS","Food Balance Sheets","16","Bangladesh","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","152862","","Official data"
"FBS","Food Balance Sheets","16","Bangladesh","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","154695","","Official data"
"FBS","Food Balance Sheets","16","Bangladesh","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","156595","","Official data"
"FBS","Food Balance Sheets","14","Barbados","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","267","","Official data"
"FBS","Food Balance Sheets","14","Barbados","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","268","","Official data"
"FBS","Food Balance Sheets","14","Barbados","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","270","","Official data"
"FBS","Food Balance Sheets","14","Barbados","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","271","","Official data"
"FBS","Food Balance Sheets","14","Barbados","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","272","","Official data"
"FBS","Food Balance Sheets","14","Barbados","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","274","","Official data"
"FBS","Food Balance Sheets","14","Barbados","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","275","","Official data"
"FBS","Food Balance Sheets","14","Barbados","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","276","","Official data"
"FBS","Food Balance Sheets","14","Barbados","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","278","","Official data"
"FBS","Food Balance Sheets","14","Barbados","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","279","","Official data"
"FBS","Food Balance Sheets","14","Barbados","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","280","","Official data"
"FBS","Food Balance Sheets","14","Barbados","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","282","","Official data"
"FBS","Food Balance Sheets","14","Barbados","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","283","","Official data"
"FBS","Food Balance Sheets","14","Barbados","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","285","","Official data"
"FBS","Food Balance Sheets","57","Belarus","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","9981","","Official data"
"FBS","Food Balance Sheets","57","Belarus","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","9920","","Official data"
"FBS","Food Balance Sheets","57","Belarus","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","9853","","Official data"
"FBS","Food Balance Sheets","57","Belarus","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","9784","","Official data"
"FBS","Food Balance Sheets","57","Belarus","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","9720","","Official data"
"FBS","Food Balance Sheets","57","Belarus","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","9665","","Official data"
"FBS","Food Balance Sheets","57","Belarus","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","9620","","Official data"
"FBS","Food Balance Sheets","57","Belarus","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","9585","","Official data"
"FBS","Food Balance Sheets","57","Belarus","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","9556","","Official data"
"FBS","Food Balance Sheets","57","Belarus","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","9526","","Official data"
"FBS","Food Balance Sheets","57","Belarus","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","9491","","Official data"
"FBS","Food Balance Sheets","57","Belarus","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","9450","","Official data"
"FBS","Food Balance Sheets","57","Belarus","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","9405","","Official data"
"FBS","Food Balance Sheets","57","Belarus","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","9357","","Official data"
"FBS","Food Balance Sheets","255","Belgium","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","10268","","Official data"
"FBS","Food Balance Sheets","255","Belgium","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","10301","","Official data"
"FBS","Food Balance Sheets","255","Belgium","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","10339","","Official data"
"FBS","Food Balance Sheets","255","Belgium","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","10385","","Official data"
"FBS","Food Balance Sheets","255","Belgium","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","10441","","Official data"
"FBS","Food Balance Sheets","255","Belgium","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","10508","","Official data"
"FBS","Food Balance Sheets","255","Belgium","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","10588","","Official data"
"FBS","Food Balance Sheets","255","Belgium","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","10678","","Official data"
"FBS","Food Balance Sheets","255","Belgium","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","10773","","Official data"
"FBS","Food Balance Sheets","255","Belgium","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","10862","","Official data"
"FBS","Food Balance Sheets","255","Belgium","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","10941","","Official data"
"FBS","Food Balance Sheets","255","Belgium","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","11007","","Official data"
"FBS","Food Balance Sheets","255","Belgium","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","11060","","Official data"
"FBS","Food Balance Sheets","255","Belgium","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","11104","","Official data"
"FBS","Food Balance Sheets","23","Belize","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","239","","Official data"
"FBS","Food Balance Sheets","23","Belize","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","245","","Official data"
"FBS","Food Balance Sheets","23","Belize","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","252","","Official data"
"FBS","Food Balance Sheets","23","Belize","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","258","","Official data"
"FBS","Food Balance Sheets","23","Belize","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","265","","Official data"
"FBS","Food Balance Sheets","23","Belize","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","272","","Official data"
"FBS","Food Balance Sheets","23","Belize","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","279","","Official data"
"FBS","Food Balance Sheets","23","Belize","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","286","","Official data"
"FBS","Food Balance Sheets","23","Belize","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","294","","Official data"
"FBS","Food Balance Sheets","23","Belize","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","301","","Official data"
"FBS","Food Balance Sheets","23","Belize","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","309","","Official data"
"FBS","Food Balance Sheets","23","Belize","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","316","","Official data"
